dependency_url,name,description,category,primary_function,integration_patterns,performance_characteristics,languages,reputation_score,popularity_score
https://github.com/julienschmidt/httprouter,httprouter,A high performance HTTP request router that scales well,general_library,A high performance HTTP request router that scales well,Standard library integration,"Activity: 0%, Stars: 16755.0, Commits: 0.0",Go,3,10
https://github.com/masterminds/semver,semver,Work with Semantic Versions in Go,general_library,Work with Semantic Versions in Go,Standard library integration,"Activity: 0%, Stars: 1269.0, Commits: 7.0","Go, Makefile",9,10
https://github.com/shopspring/decimal,decimal,Arbitrary-precision fixed-point decimal numbers in Go,general_library,Arbitrary-precision fixed-point decimal numbers in Go,Standard library integration,"Activity: 0%, Stars: 6596.0, Commits: 8.0",Go,8,10
https://github.com/uber-go/goleak,goleak,Goroutine leak detector,general_library,Goroutine leak detector,Standard library integration,"Activity: 0%, Stars: 4696.0, Commits: 7.0","Go, Makefile",8,10
https://github.com/anacrolix/missinggo,missinggo,"Stuff that's missing in Go stdlib, or hasn't made it into its own repo.",general_library,Stuff that s missing in Go stdlib or hasn t made it into its own,Standard library integration,"Activity: 0%, Stars: 85.0, Commits: 5.0",Go,10,9
https://github.com/zombiezen/go-sqlite,go-sqlite,Low-level Go interface to SQLite 3,general_library,Low-level Go interface to SQLite 3,Standard library integration,"Activity: 0%, Stars: 845.0, Commits: 7.0","Go, Nix, Shell",8,10
https://github.com/huandu/xstrings,xstrings,Implements string functions widely used in other languages but absent in Go.,general_library,Implements string functions widely used in other languages but absent in Go.,Standard library integration,"Activity: 0%, Stars: 1403.0, Commits: 1.0",Go,10,10
https://github.com/anacrolix/utp,utp,Use anacrolix/go-libutp instead,general_library,Use anacrolix go-libutp instead,Standard library integration,"Activity: 0%, Stars: 177.0, Commits: 0.0",Go,10,10
https://github.com/ugorji/go,go,"idiomatic codec and rpc lib for msgpack, cbor, json, etc. msgpack.org[Go]",general_library,idiomatic codec and rpc lib for msgpack cbor json etc. msgpack.org Go,Python import statements,"Activity: 0%, Stars: 1874.0, Commits: 1.0","Go, Python, Shell",10,10
https://github.com/go-test/deep,deep,Golang deep variable equality test that returns human-readable differences,general_library,Golang deep variable equality test that returns human-readable differences,Standard library integration,"Activity: 0%, Stars: 766.0, Commits: 1.0","Go, Shell",8,10
https://github.com/spf13/pflag,pflag,"Drop-in replacement for Go's flag package, implementing POSIX/GNU-style --flags.",general_library,Drop-in replacement for Go s flag package implementing POSIX GNU-style --flags.,Standard library integration,"Activity: 0%, Stars: 2503.0, Commits: 1.0","Go, Shell",10,10
https://github.com/anacrolix/envpprof,envpprof,Allows run time configuration of Go's pprof features and default HTTP mux using environment variables.,general_library,Allows run time configuration of Go s pprof features and default HTTP mux using environment,Standard library integration,"Activity: 0%, Stars: 18.0, Commits: 1.0",Go,10,2
https://github.com/masterminds/sprig,sprig,Useful template functions for Go templates.,development_framework,Useful template functions for Go templates.,Framework scaffolding and templates,"Activity: 0%, Stars: 4396.0, Commits: 4.0","Go, Makefile",9,10
https://github.com/ajwerner/btree,btree,go2 generics experiment in building generic augmented BTree data structures,web_library,go2 generics experiment in building generic augmented BTree data structures,Frontend component integration,"Activity: 0%, Stars: 24.0, Commits: 0.0",Go,0,3
https://github.com/anacrolix/log,log,context-style logging for Go. similar to zerolog but with lots of allocations,general_library,context-style logging for Go. similar to zerolog but with lots of allocations,Standard library integration,"Activity: 0%, Stars: 6.0, Commits: 9.0",Go,10,1
https://github.com/anacrolix/chansync,chansync,,general_library,Go development utilities,Standard library integration,"Activity: 0%, Stars: 3.0, Commits: 4.0",Go,10,1
https://github.com/remyoudompheng/bigfft,bigfft,Big integer multiplication library for Go using Fast Fourier transform,general_library,Big integer multiplication library for Go using Fast Fourier transform,Standard library integration,"Activity: 0%, Stars: 74.0, Commits: 0.0",Go,11,8
https://github.com/hashicorp/go-retryablehttp,go-retryablehttp,Retryable HTTP client in Go,development_tool,Retryable HTTP client in Go,Standard library integration,"Activity: 0%, Stars: 2070.0, Commits: 6.0","Makefile, Go",8,10
https://github.com/jmespath/go-jmespath,go-jmespath,Golang implementation of JMESPath.,general_library,Golang implementation of JMESPath.,Standard library integration,"Activity: 0%, Stars: 583.0, Commits: 0.0","Go, Makefile, Shell",9,10
https://github.com/naoina/toml,toml,TOML parser and encoder library for Golang,general_library,TOML parser and encoder library for Golang,Standard library integration,"Activity: 0%, Stars: 294.0, Commits: 0.0","Go, Shell",10,10
https://github.com/jedisct1/go-minisign,go-minisign,Minisign verification library for Golang.,general_library,Minisign verification library for Golang.,Standard library integration,"Activity: 0%, Stars: 113.0, Commits: 1.0",Go,11,10
https://github.com/donovanhide/eventsource,eventsource,Server Side Events client and server for Go,development_tool,Server Side Events client and server for Go,Standard library integration,"Activity: 0%, Stars: 140.0, Commits: 0.0",Go,0,10
https://github.com/google/go-querystring,go-querystring,go-querystring is Go library for encoding structs into URL query strings.,general_library,go-querystring is Go library for encoding structs into URL query strings.,Standard library integration,"Activity: 0%, Stars: 2031.0, Commits: 0.0",Go,8,10
https://github.com/karalabe/hid,hid,Gopher Interface Devices (USB HID),general_library,Gopher Interface Devices USB HID,Standard library integration,"Activity: 0%, Stars: 280.0, Commits: 2.0","Go, C, C++, CMake, Makefile",10,10
https://github.com/cloudflare/cloudflare-go,cloudflare-go,The official Go library for the Cloudflare API,api_service,The official Go library for the Cloudflare API,REST/GraphQL API integration,"Activity: 0%, Stars: 1575.0, Commits: 72.0","Go, Dockerfile, Shell, Ruby",10,10
https://github.com/kilic/bls12-381,bls12-381,High-speed BLS12-381 implementation in Go,general_library,High-speed BLS12-381 implementation in Go,Standard library integration,"Activity: 0%, Stars: 124.0, Commits: 0.0","Assembly, Go",5,10
https://github.com/mikemcl/bignumber.js,bignumber.js,A JavaScript library for arbitrary-precision decimal and non-decimal arithmetic ,web_library,A JavaScript library for arbitrary-precision decimal and non-decimal arithmetic,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 6773.0, Commits: 3.0","JavaScript, HTML, Java",12,10
https://github.com/mbr/tinyrpc,tinyrpc,"A compact, modular transport and protocol agnostic RPC library. Does jsonrpc v2.",infrastructure,A compact modular transport and protocol agnostic RPC library. Does jsonrpc v2.,Python import statements,"Activity: 0%, Stars: 158.0, Commits: 0.0",Python,5,10
https://github.com/kylelemons/godebug,godebug,Debugging helper utilities for Go,utility_library,Debugging helper utilities for Go,Standard library integration,"Activity: 0%, Stars: 355.0, Commits: 0.0",Go,1,10
https://github.com/protolambda/bls12-381-util,bls12-381-util,"BLS 12-381 utils, POP signature scheme, pure Go (use at own risk).",utility_library,BLS 12-381 utils POP signature scheme pure Go use at own risk .,Standard library integration,"Activity: 0%, Stars: 3.0, Commits: 0.0","Go, Makefile",9,1
https://github.com/stackexchange/wmi,wmi,WMI for Go,general_library,WMI for Go,Standard library integration,"Activity: 0%, Stars: 437.0, Commits: 0.0",Go,10,10
https://github.com/protolambda/ztyp,ztyp,"ZTYP: typing for ZRNT - SSZ, Merkle partials, full caching and immutable typed state.",general_library,ZTYP typing for ZRNT - SSZ Merkle partials full caching and immutable typed state.,Standard library integration,"Activity: 0%, Stars: 16.0, Commits: 0.0",Go,9,2
https://github.com/garslo/gogen,gogen,Library for programmatic Go code generation,general_library,Library for programmatic Go code generation,Standard library integration,"Activity: 0%, Stars: 3.0, Commits: 0.0",Go,0,1
https://github.com/wasix-org/wasix-abi-rust,wasix-abi-rust,Rust bindings for the wasi(x) Webassembly interface.,general_library,Rust bindings for the wasi x Webassembly interface.,Standard library integration,"Activity: 0%, Stars: 10.0, Commits: 0.0","Rust, Shell",0,1
https://github.com/bodil/bitmaps,bitmaps,Bitmap types for Rust,general_library,Bitmap types for Rust,Standard library integration,"Activity: 0%, Stars: 49.0, Commits: 0.0",Rust,2,5
https://github.com/frehberg/test-generator,test-generator,,general_library,Rust development utilities,Standard library integration,"Activity: 0%, Stars: 28.0, Commits: 0.0",Rust,0,3
https://github.com/async-rs/async-std,async-std,Async version of the Rust standard library,general_library,Async version of the Rust standard library,Standard library integration,"Activity: 0%, Stars: 4012.0, Commits: 6.0","Rust, Shell",8,10
https://github.com/frondeus/test-case,test-case,Rust procedural macro attribute for adding test cases easily,general_library,Rust procedural macro attribute for adding test cases easily,Standard library integration,"Activity: 0%, Stars: 615.0, Commits: 0.0","Rust, Shell",2,10
https://github.com/sval-rs/value-bag,value-bag,Dynamic structured values for Rust,general_library,Dynamic structured values for Rust,Standard library integration,"Activity: 0%, Stars: 27.0, Commits: 5.0",Rust,9,3
https://github.com/jplatte/serde_html_form,serde_html_form,Rust crate for (de-)serialization of `application/x-www-form-urlencoded` data.,mobile_app,Rust crate for de- serialization of application x-www-form-urlencoded data.,Standard library integration,"Activity: 0%, Stars: 28.0, Commits: 5.0",Rust,10,3
https://github.com/emoun/duplicate,duplicate,Easy code duplicate with substitution for Rust,general_library,Easy code duplicate with substitution for Rust,Standard library integration,"Activity: 0%, Stars: 238.0, Commits: 6.0",Rust,6,10
https://github.com/bodil/im-rs,im-rs,Assorted immutable collection datatypes for Rust,general_library,Assorted immutable collection datatypes for Rust,Standard library integration,"Activity: 0%, Stars: 1515.0, Commits: 0.0",Rust,2,10
https://github.com/azriel91/tynm,tynm,Returns type names with a specifiable number of module segments as a `String`.,general_library,Returns type names with a specifiable number of module segments as a String .,Standard library integration,"Activity: 0%, Stars: 10.0, Commits: 1.0","Rust, Shell",6,1
https://github.com/alecmocatta/replace_with,replace_with,"Temporarily take ownership of a value at a mutable location, and replace it with a new value based on the old one.",general_library,Temporarily take ownership of a value at a mutable location and replace it with a,Standard library integration,"Activity: 0%, Stars: 109.0, Commits: 0.0",Rust,0,10
https://github.com/rust-db/refinery,refinery,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/tomusdrw/rust-web3,rust-web3,Ethereum JSON-RPC multi-transport client. Rust implementation of web3 library.  ENS address: rust-web3.eth,web3_library,Ethereum JSON-RPC multi-transport client. Rust implementation of web3 library. ENS address rust-web3.eth,Web3 provider integration,"Activity: 0%, Stars: 1481.0, Commits: 2.0",Rust,3,10
https://github.com/rust-embedded/critical-section,critical-section,Pluggable critical section,general_library,Pluggable critical section,Standard library integration,"Activity: 0%, Stars: 122.0, Commits: 5.0",Rust,8,10
https://github.com/jedisct1/rust-ct-codecs,rust-ct-codecs,Constant-time hex and base64 codecs from libsodium reimplemented in Rust.,general_library,Constant-time hex and base64 codecs from libsodium reimplemented in Rust.,Standard library integration,"Activity: 0%, Stars: 14.0, Commits: 1.0",Rust,11,2
https://github.com/davidpdrsn/assert-json-diff,assert-json-diff,Easily compare two JSON values and get great output,general_library,Easily compare two JSON values and get great output,Standard library integration,"Activity: 0%, Stars: 82.0, Commits: 0.0","Shell, Rust",6,9
https://github.com/proxima-one/kzg,kzg,a simple implementation of the KZG polynomial commitment scheme,general_library,a simple implementation of the KZG polynomial commitment scheme,Standard library integration,"Activity: 0%, Stars: 26.0, Commits: 0.0","Rust, Shell",1,3
https://github.com/burntsushi/bstr,bstr,A string type for Rust that is not required to be valid UTF-8.,web_library,A string type for Rust that is not required to be valid UTF-8.,Frontend component integration,"Activity: 0%, Stars: 890.0, Commits: 8.0","Rust, Shell",13,10
https://github.com/rust-lang/ena,ena,An implementation of union-find / congruence-closure in Rust. Extracted from rustc for independent experimentation.,general_library,An implementation of union-find congruence-closure in Rust. Extracted from rustc for independent experimentation.,Standard library integration,"Activity: 0%, Stars: 150.0, Commits: 1.0",Rust,9,10
https://github.com/drjokepu/basic-cookies,basic-cookies,Low-level RFC 6265 compatible cookie handling library for Rust.,general_library,Low-level RFC 6265 compatible cookie handling library for Rust.,Standard library integration,"Activity: 0%, Stars: 14.0, Commits: 0.0",Rust,0,2
https://github.com/mbrubeck/rust-debug-unreachable,rust-debug-unreachable,"unreachable!() in debug, std::intrinsics::unreachable() in release",general_library,unreachable in debug std intrinsics unreachable in release,Standard library integration,"Activity: 0%, Stars: 4.0, Commits: 1.0",Rust,9,1
https://github.com/alexliesenfeld/async-object-pool,async-object-pool,A simple object pool implementation that uses asynchronous synchronization primitives only. ,general_library,A simple object pool implementation that uses asynchronous synchronization primitives only.,Standard library integration,"Activity: 0%, Stars: 6.0, Commits: 2.0",Rust,8,1
https://github.com/wooorm/levenshtein-rs,levenshtein-rs,Levenshtein algorithm in Rust,general_library,Levenshtein algorithm in Rust,Standard library integration,"Activity: 0%, Stars: 48.0, Commits: 1.0",Rust,12,5
https://github.com/chatmail/async-native-tls,async-native-tls,Native TLS for futures and async-std,general_library,Native TLS for futures and async-std,Standard library integration,"Activity: 0%, Stars: 70.0, Commits: 0.0",Rust,7,7
https://github.com/async-rs/async-attributes,async-attributes,Experimental language-level polyfills for Async Rust,general_library,Experimental language-level polyfills for Async Rust,Standard library integration,"Activity: 0%, Stars: 47.0, Commits: 0.0",Rust,8,5
https://github.com/whentze/drain_filter_polyfill,drain_filter_polyfill,,general_library,Rust development utilities,Standard library integration,"Activity: 0%, Stars: 2.0, Commits: 0.0",Rust,2,1
https://github.com/danielkeep/rust-conv,rust-conv,Conversion traits for Rust,general_library,Conversion traits for Rust,Python import statements,"Activity: 0%, Stars: 48.0, Commits: 0.0","Rust, Python",0,5
https://github.com/brucechapman/rust_testing_logger,rust_testing_logger,A Rust library to support testing of code that uses Log crate.,development_tool,A Rust library to support testing of code that uses Log crate.,Standard library integration,"Activity: 0%, Stars: 7.0, Commits: 0.0",Rust,0,1
https://github.com/alephalpha/build-time,build-time,Simple proc-macros to generate build timestamp string literals.,web_library,Simple proc-macros to generate build timestamp string literals.,Frontend component integration,"Activity: 0%, Stars: 1.0, Commits: 0.0",Rust,3,1
https://github.com/antifuchs/nonzero_ext,nonzero_ext,Rust traits for nonzero generic integers,general_library,Rust traits for nonzero generic integers,Standard library integration,"Activity: 0%, Stars: 15.0, Commits: 0.0",Rust,7,2
https://github.com/demindiro/unwrap_none,unwrap_none,Implements the `unwrap_none` and `expect_none` methods removed by https://github.com/rust-lang/rust/pull/83349,general_library,Implements the unwrap_none and expect_none methods removed by https github.com rust-lang rust pull 83349,Standard library integration,"Activity: 0%, Stars: 1.0, Commits: 0.0",Rust,0,1
https://github.com/samscott89/serde_qs,serde_qs,Serde support for querystring-style strings,general_library,Serde support for querystring-style strings,Standard library integration,"Activity: 0%, Stars: 201.0, Commits: 2.0",Rust,8,10
https://github.com/jedisct1/rust-ed25519-compact,rust-ed25519-compact,"Small, wasm-friendly, zero-dependencies Ed25519 and X25519 implementation for Rust.",general_library,Small wasm-friendly zero-dependencies Ed25519 and X25519 implementation for Rust.,Standard library integration,"Activity: 0%, Stars: 125.0, Commits: 1.0",Rust,11,10
https://github.com/razrfalcon/pico-args,pico-args,An ultra simple CLI arguments parser.,development_tool,An ultra simple CLI arguments parser.,Standard library integration,"Activity: 0%, Stars: 588.0, Commits: 0.0",Rust,7,10
https://github.com/petgraph/fixedbitset,fixedbitset,A simple bitset container for Rust,general_library,A simple bitset container for Rust,Standard library integration,"Activity: 0%, Stars: 131.0, Commits: 7.0",Rust,7,10
https://github.com/lymia/enumset,enumset,A library for compact bit sets containing enums.,general_library,A library for compact bit sets containing enums.,Standard library integration,"Activity: 0%, Stars: 98.0, Commits: 3.0","Rust, RenderScript",0,10
https://github.com/unicode-rs/unicode-segmentation,unicode-segmentation,Grapheme Cluster and Word boundaries according to UAX#29 rules,general_library,Grapheme Cluster and Word boundaries according to UAX 29 rules,Python import statements,"Activity: 0%, Stars: 593.0, Commits: 6.0","Python, Rust",7,10
https://github.com/paritytech/jsonrpc,jsonrpc,Rust JSON-RPC implementation,general_library,Rust JSON-RPC implementation,Standard library integration,"Activity: 0%, Stars: 789.0, Commits: 0.0","Rust, Shell",5,10
https://github.com/rustwasm/gloo,gloo,"A modular toolkit for building fast, reliable Web applications and libraries with Rust and WASM",development_tool,A modular toolkit for building fast reliable Web applications and libraries with Rust and WASM,ES6 module imports,"Activity: 0%, Stars: 1828.0, Commits: 2.0","Rust, Shell, JavaScript, CSS, TypeScript",8,10
https://github.com/frozenlib/structmeta,structmeta,Parse Rust's attribute by defining a struct.,web3_library,Parse Rust s attribute by defining a struct.,Web3 provider integration,"Activity: 0%, Stars: 11.0, Commits: 7.0",Rust,6,2
https://github.com/soc/option-ext,option-ext,moved to htps://codeberg/soc/option-ext,general_library,moved to htps codeberg soc option-ext,Standard library integration,"Activity: 0%, Stars: 5.0, Commits: 0.0",Rust,6,1
https://github.com/yoshuawuyts/kv-log-macro,kv-log-macro,Log macro for logs kv-unstable backend,api_service,Log macro for logs kv-unstable backend,REST/GraphQL API integration,"Activity: 0%, Stars: 20.0, Commits: 0.0",Rust,7,2
https://github.com/phil-opp/rust-bit-field,rust-bit-field,,general_library,Rust development utilities,Standard library integration,"Activity: 0%, Stars: 67.0, Commits: 1.0",Rust,11,7
https://github.com/rodrimati1992/const_format_crates,const_format_crates,Compile-time string formatting,general_library,Compile-time string formatting,Standard library integration,"Activity: 0%, Stars: 230.0, Commits: 2.0","Shell, Rust",6,10
https://github.com/stephaneyfx/enum-iterator,enum-iterator,Tools to iterate over all values of a type,development_tool,Tools to iterate over all values of a type,Standard library integration,"Activity: 0%, Stars: 104.0, Commits: 2.0",Rust,4,10
https://github.com/tower-rs/tower-http,tower-http,HTTP specific Tower utilities.,general_library,HTTP specific Tower utilities.,Standard library integration,"Activity: 0%, Stars: 738.0, Commits: 18.0","Rust, HTML",8,10
https://github.com/jedisct1/rust-superboring,rust-superboring,A Boring(SSL)-compatible API abstraction for Rust cryptographic implementations.,api_service,A Boring SSL -compatible API abstraction for Rust cryptographic implementations.,REST/GraphQL API integration,"Activity: 0%, Stars: 7.0, Commits: 4.0",Rust,11,1
https://github.com/cad97/pointer-utils,pointer-utils,A collection of small utilities for working with pointer types in Rust.,utility_library,A collection of small utilities for working with pointer types in Rust.,Standard library integration,"Activity: 0%, Stars: 119.0, Commits: 3.0",Rust,5,10
https://github.com/paritytech/soketto,soketto,A websocket protocol implementation.,infrastructure,A websocket protocol implementation.,Standard library integration,"Activity: 0%, Stars: 89.0, Commits: 9.0",Rust,5,9
https://github.com/bodil/sized-chunks,sized-chunks,Efficient sized chunk datatypes for immutable.rs,general_library,Efficient sized chunk datatypes for immutable.rs,Standard library integration,"Activity: 0%, Stars: 25.0, Commits: 0.0",Rust,8,3
https://github.com/xx/variant_count,variant_count,Derive macro for enum which adds to it the count of variants.,general_library,Derive macro for enum which adds to it the count of variants.,Standard library integration,"Activity: 0%, Stars: 11.0, Commits: 0.0",Rust,5,2
https://github.com/lalrpop/ascii-canvas,ascii-canvas,simple canvas for drawing lines and styled text and emitting to the terminal,general_library,simple canvas for drawing lines and styled text and emitting to the terminal,Standard library integration,"Activity: 0%, Stars: 20.0, Commits: 5.0",Rust,8,2
https://github.com/rwf2/multer,multer,An async parser for multipart/form-data content-type in Rust,general_library,An async parser for multipart form-data content-type in Rust,Standard library integration,"Activity: 0%, Stars: 158.0, Commits: 1.0",Rust,10,10
https://github.com/webdesus/fs_extra,fs_extra,Expanding opportunities standard library std::fs and std::io,general_library,Expanding opportunities standard library std fs and std io,Standard library integration,"Activity: 0%, Stars: 309.0, Commits: 0.0",Rust,0,10
https://github.com/jhpratt/num_threads,num_threads,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/staylor/react-helmet-async,react-helmet-async,Thread-safe Helmet for React 16+ and friends,web_library,Thread-safe Helmet for React 16 and friends,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2188.0, Commits: 1.0","JavaScript, TypeScript",0,10
https://github.com/wesleytodd/setprototypeof,setprototypeof,Polyfill for Object.setPrototypeOf,web_library,Polyfill for Object.setPrototypeOf,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 54.0, Commits: 0.0",JavaScript,12,6
https://github.com/pimterry/loglevel,loglevel,":ledger: Minimal lightweight logging for JavaScript, adding reliable log level methods to wrap any available console.log methods",web_library,ledger Minimal lightweight logging for JavaScript adding reliable log level methods to wrap any available,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2653.0, Commits: 2.0","JavaScript, HTML, TypeScript",9,10
https://github.com/babel/preset-modules,preset-modules,A Babel preset that targets modern browsers by fixing engine bugs (will be merged into preset-env eventually),web_library,A Babel preset that targets modern browsers by fixing engine bugs will be merged into,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 740.0, Commits: 0.0",JavaScript,10,10
https://github.com/discoveryjs/json-ext,json-ext,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/pinojs/real-require,real-require,Keep require and import consistent after bundling or transpiling.,web_library,Keep require and import consistent after bundling or transpiling.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 8.0, Commits: 0.0",JavaScript,8,1
https://github.com/wooorm/decode-named-character-reference,decode-named-character-reference,Decode named character references,web_library,Decode named character references,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 0.0, Commits: 0.0",JavaScript,12,0
https://github.com/isaacs/minipass-json-stream,minipass-json-stream,,web_library,Javascript development utilities,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2.0, Commits: 1.0",JavaScript,11,1
https://github.com/wooorm/is-alphanumerical,is-alphanumerical,Check if a character is alphanumerical,web_library,Check if a character is alphanumerical,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 6.0, Commits: 0.0",JavaScript,12,1
https://github.com/sindresorhus/text-extensions,text-extensions,List of text file extensions,web_library,List of text file extensions,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 55.0, Commits: 2.0",JavaScript,13,6
https://github.com/ljharb/set-function-length,set-function-length,Set a function's length property,web_library,Set a function s length property,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 5.0, Commits: 1.0",JavaScript,13,1
https://github.com/indutny/offset-buffer,offset-buffer,,web_library,Javascript development utilities,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 10.0, Commits: 0.0",JavaScript,2,1
https://github.com/inspect-js/which-typed-array,which-typed-array,"Which kind of Typed Array is this JavaScript value? Works cross-realm, without `instanceof`, and despite Symbol.toStringTag.",web_library,Which kind of Typed Array is this JavaScript value Works cross-realm without instanceof and despite,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 11.0, Commits: 5.0",JavaScript,13,2
https://github.com/sindresorhus/cli-boxes,cli-boxes,Boxes for use in the terminal,development_tool,Boxes for use in the terminal,ES6 module imports,"Activity: 0%, Stars: 98.0, Commits: 2.0","JavaScript, TypeScript",13,10
https://github.com/hokaccha/node-jwt-simple,node-jwt-simple,JWT(JSON Web Token) encode and decode module for node.js,client,JWT JSON Web Token encode and decode module for node.js,ES6 module imports,"Activity: 0%, Stars: 1362.0, Commits: 0.0",JavaScript,7,10
https://github.com/teambition/merge2,merge2,Merge multiple streams into one stream in sequence or parallel (~119M/month downloads).,web_library,Merge multiple streams into one stream in sequence or parallel 119M month downloads .,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 170.0, Commits: 0.0",JavaScript,5,10
https://github.com/remarkjs/remark-frontmatter,remark-frontmatter,"remark plugin to support frontmatter (YAML, TOML, and more)",web_library,remark plugin to support frontmatter YAML TOML and more,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 281.0, Commits: 0.0",JavaScript,10,10
https://github.com/sindresorhus/delay,delay,Delay a promise a specified amount of time,web_library,Delay a promise a specified amount of time,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 608.0, Commits: 0.0","JavaScript, TypeScript",13,10
https://github.com/remarkablemark/inline-style-parser,inline-style-parser,📝 Inline style parser.,web_library,Inline style parser.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 20.0, Commits: 5.0",JavaScript,0,2
https://github.com/micromatch/micromatch,micromatch,"Highly optimized wildcard and glob matching library. Faster, drop-in replacement to minimatch and multimatch. Used by square, webpack, babel core, yarn, jest, ract-native, taro, bulma, browser-sync, stylelint, nyc, ava, and many others! Follow micromatch's author: https://github.com/jonschlinkert",web_library,Highly optimized wildcard and glob matching library. Faster drop-in replacement to minimatch and multimatch. Used,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2857.0, Commits: 3.0",JavaScript,11,10
https://github.com/invertase/denque,denque,"The fastest javascript implementation of a double-ended queue. Used by the official Redis, MongoDB, MariaDB & MySQL libraries for Node.js and many other libraries.",client,The fastest javascript implementation of a double-ended queue. Used by the official Redis MongoDB MariaDB,ES6 module imports,"Activity: 0%, Stars: 358.0, Commits: 0.0","JavaScript, TypeScript",8,10
https://github.com/jbgutierrez/path-parse,path-parse,Node.js path.parse() ponyfill,client,Node.js path.parse ponyfill,ES6 module imports,"Activity: 0%, Stars: 56.0, Commits: 0.0",JavaScript,0,6
https://github.com/ljharb/define-data-property,define-data-property,Define a data property on an object. Will fall back to assignment in an engine without descriptors.,web3_library,Define a data property on an object. Will fall back to assignment in an engine,Web3 provider integration; ES6 module imports,"Activity: 0%, Stars: 3.0, Commits: 3.0",JavaScript,13,1
https://github.com/mathiasbynens/unicode-match-property-ecmascript,unicode-match-property-ecmascript,Match a given Unicode property or property alias to its canonical property name per the algorithm used for RegExp Unicode property escapes in ECMAScript.,web_library,Match a given Unicode property or property alias to its canonical property name per the,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 6.0, Commits: 0.0",JavaScript,6,1
https://github.com/ricmoo/scrypt-js,scrypt-js,Pure JavaScript implementation of the scrypt password-based key derivation function.,web_library,Pure JavaScript implementation of the scrypt password-based key derivation function.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 142.0, Commits: 0.0","HTML, JavaScript",10,10
https://github.com/eventualbuddha/lines-and-columns,lines-and-columns,Maps lines and columns to character offsets and back.,web_library,Maps lines and columns to character offsets and back.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 24.0, Commits: 0.0","Shell, TypeScript, JavaScript",10,3
https://github.com/octet-stream/form-data-encoder,form-data-encoder,Encode FormData content into the multipart/form-data format,web_library,Encode FormData content into the multipart form-data format,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 26.0, Commits: 3.0","JavaScript, TypeScript",2,3
https://github.com/azure/ms-rest-js,ms-rest-js,Runtime for isomorphic javascript libraries generated by Autorest,web_library,Runtime for isomorphic javascript libraries generated by Autorest,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 55.0, Commits: 0.0","TypeScript, HTML, JavaScript",5,6
https://github.com/sindresorhus/npm-run-path,npm-run-path,Get your PATH prepended with locally installed binaries,web_library,Get your PATH prepended with locally installed binaries,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 104.0, Commits: 4.0","JavaScript, TypeScript",13,10
https://github.com/npm/normalize-package-data,normalize-package-data,"normalizes package metadata, typically found in package.json file.",web_library,normalizes package metadata typically found in package.json file.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 199.0, Commits: 7.0",JavaScript,9,10
https://github.com/chainsafe/persistent-merkle-tree,persistent-merkle-tree,,web_library,Typescript development utilities,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 11.0, Commits: 0.0","TypeScript, JavaScript",5,2
https://github.com/fastify/fastify-swagger-ui,fastify-swagger-ui,Serve Swagger-UI for Fastify,web_library,Serve Swagger-UI for Fastify,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 155.0, Commits: 21.0","JavaScript, TypeScript",9,10
https://github.com/tim-kos/node-retry,node-retry,Abstraction for exponential and custom retry strategies for failed operations.,client,Abstraction for exponential and custom retry strategies for failed operations.,ES6 module imports,"Activity: 0%, Stars: 1243.0, Commits: 0.0","Makefile, JavaScript",3,10
https://github.com/ljharb/js-traverse,js-traverse,,web_library,Javascript development utilities,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 51.0, Commits: 7.0",JavaScript,13,6
